experiment,architecture,security,topology,mode,attempt_id,attempt_key,fl_round,round_ref,gateway_count,local_accuracy_min,local_accuracy_max,local_accuracy_skew,local_loss_min,local_loss_max,local_loss_skew,gateway_sync_skew_sec
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,10,11.0,2,0.9666666388511658,1.0,0.03333336114883423,0.0125846620649099,0.1506277024745941,0.13804304040968418,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,11,12.0,2,0.9333333373069764,1.0,0.06666666269302357,0.0228837132453918,0.1805893331766128,0.157705619931221,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,12,13.0,2,0.8999999761581421,1.0,0.10000002384185791,0.0190306603908538,0.1801646798849105,0.1611340194940567,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,13,14.0,2,0.9666666388511658,1.0,0.03333336114883423,0.0066832215525209,0.0941019058227539,0.087418684270233,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,14,15.0,2,0.9333333373069764,1.0,0.06666666269302357,0.0069762361235916,0.4471438825130462,0.4401676463894546,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,15,16.0,2,0.9666666388511658,1.0,0.03333336114883423,0.038774412125349,0.0459797531366348,0.007205341011285796,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,16,17.0,2,0.9666666388511658,1.0,0.03333336114883423,0.0020053451880812,0.0877711772918701,0.08576583210378891,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,17,18.0,2,0.9666666388511658,1.0,0.03333336114883423,0.0032420991919934,0.0652475506067276,0.0620054514147342,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,18,19.0,2,0.8999999761581421,1.0,0.10000002384185791,0.0027672813739627,0.1910848468542099,0.1883175654802472,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,19,20.0,2,0.9333333373069764,1.0,0.06666666269302357,0.0070331026799976,0.2798338830471039,0.27280078036710625,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,RN_NO_ASCON#23,0,1.0,2,0.6333333253860474,0.800000011920929,0.1666666865348816,0.7078773379325867,0.9727938175201416,0.26491647958755493,2.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,RN_NO_ASCON#23,1,2.0,2,0.9333333373069764,1.0,0.06666666269302357,0.1150530949234962,0.2913655936717987,0.17631249874830252,2.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,RN_NO_ASCON#23,2,3.0,2,0.9333333373069764,1.0,0.06666666269302357,0.0401299707591533,0.111013226211071,0.0708832554519177,2.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,RN_NO_ASCON#23,3,4.0,2,1.0,1.0,0.0,0.0148497819900512,0.0297171752899885,0.0148673932999373,2.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,RN_NO_ASCON#23,4,5.0,2,1.0,1.0,0.0,0.0102691603824496,0.0336423590779304,0.023373198695480803,2.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,RN_NO_ASCON#23,5,6.0,2,0.8333333134651184,0.8666666746139526,0.03333336114883423,0.4268727898597717,0.5480448007583618,0.12117201089859014,3.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,RN_NO_ASCON#23,6,7.0,2,0.8333333134651184,0.9333333373069764,0.10000002384185802,0.2321667373180389,0.381626546382904,0.14945980906486508,3.0
