round,time,accuracy,loss,w3_mag,w4_normal,w4_brute,w4_scan,attempt_id,attempt_dir,source_file,source_scope,timestamp_dt,event_type,round_ref,gateway_id,node_id,round_duration_sec,w3_drift_abs,w4_normal_drift_abs,w4_brute_drift_abs,w4_scan_drift_abs,weight_drift_total_abs
7,18:21:54,0.983333,0.111128,0.301722,0.317977,0.573791,0.460998,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:21:54,model.global_round,7,aggregate,server,65.0,0.0014520000000000088,0.005430999999999964,0.005753999999999926,0.002605000000000024,0.015241999999999922
8,18:22:53,0.85,0.433231,0.292267,0.301669,0.546915,0.442942,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:22:53,model.global_round,8,aggregate,server,59.0,0.009454999999999991,0.01630799999999999,0.02687600000000001,0.018056000000000016,0.07069500000000001
9,18:23:52,0.883333,0.37669,0.289169,0.288774,0.54307,0.436605,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:23:52,model.global_round,9,aggregate,server,59.0,0.0030979999999999897,0.012895000000000045,0.0038449999999999873,0.0063369999999999815,0.026175000000000004
10,18:24:51,0.866667,0.425706,0.288379,0.290679,0.536432,0.441932,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:24:51,model.global_round,10,aggregate,server,59.0,0.0007900000000000129,0.0019050000000000455,0.006638000000000033,0.005326999999999971,0.014660000000000062
11,18:25:50,0.85,0.323838,0.287489,0.282784,0.522886,0.447355,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:25:50,model.global_round,11,aggregate,server,59.0,0.0008900000000000019,0.007895000000000041,0.013546000000000058,0.005423000000000011,0.027754000000000112
12,18:26:49,0.933333,0.186699,0.287973,0.286204,0.519452,0.45504,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:26:49,model.global_round,12,aggregate,server,59.0,0.00048399999999998444,0.003420000000000034,0.003433999999999937,0.007684999999999997,0.015022999999999953
13,18:27:48,0.85,0.288288,0.288239,0.285236,0.519241,0.460709,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:27:48,model.global_round,13,aggregate,server,59.0,0.000266000000000044,0.0009680000000000244,0.00021100000000007224,0.00566899999999998,0.00711400000000012
14,18:28:49,0.916667,0.21706,0.288728,0.285937,0.519346,0.464721,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:28:49,model.global_round,14,aggregate,server,61.0,0.0004889999999999617,0.0007010000000000072,0.00010500000000002174,0.0040120000000000156,0.005307000000000006
15,18:29:48,0.883333,0.224941,0.290547,0.283087,0.518796,0.467149,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:29:48,model.global_round,15,aggregate,server,59.0,0.001819000000000015,0.002850000000000019,0.0005499999999999394,0.0024279999999999857,0.007646999999999959
16,18:30:49,0.916667,0.278612,0.291154,0.282355,0.519069,0.46797,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:30:49,model.global_round,16,aggregate,server,61.0,0.0006070000000000242,0.0007319999999999549,0.0002729999999999677,0.0008210000000000162,0.002432999999999963
17,18:31:51,0.933333,0.260793,0.292422,0.28274,0.518347,0.472348,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:31:51,model.global_round,17,aggregate,server,62.0,0.0012679999999999914,0.0003849999999999687,0.0007220000000000004,0.004377999999999993,0.0067529999999999535
18,18:32:51,0.883333,0.238404,0.291335,0.279867,0.517161,0.472158,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:32:51,model.global_round,18,aggregate,server,60.0,0.0010870000000000046,0.0028730000000000144,0.0011860000000000204,0.00018999999999996797,0.005336000000000007
19,18:33:50,0.9,0.210023,0.291748,0.278483,0.517165,0.478227,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:33:50,model.global_round,19,aggregate,server,59.0,0.0004129999999999967,0.0013839999999999963,4.000000000004e-06,0.006068999999999991,0.007869999999999988
20,18:34:49,0.933333,0.139853,0.293376,0.280735,0.519042,0.483878,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:34:49,model.global_round,20,aggregate,server,59.0,0.0016280000000000183,0.0022520000000000318,0.0018770000000000175,0.005650999999999962,0.01140800000000003
1,18:40:42,0.75,0.906604,0.288574,0.291733,0.540995,0.41006,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:40:42,model.global_round,1,aggregate,server,,,,,,0.0
2,18:41:35,0.95,0.158162,0.292321,0.295371,0.554168,0.42658,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:41:35,model.global_round,2,aggregate,server,53.0,0.0037470000000000003,0.0036379999999999746,0.01317299999999999,0.016520000000000035,0.037078
3,18:42:37,0.983333,0.062502,0.29583,0.306252,0.5637,0.43717,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:42:37,model.global_round,3,aggregate,server,62.0,0.0035089999999999844,0.01088100000000003,0.009531999999999985,0.010589999999999988,0.03451199999999999
4,18:43:36,1.0,0.022675,0.298063,0.312403,0.570028,0.446557,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:43:36,model.global_round,4,aggregate,server,59.0,0.0022330000000000405,0.006150999999999962,0.006328,0.009386999999999979,0.02409899999999998
5,18:44:44,1.0,0.012399,0.299368,0.317495,0.574334,0.451123,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:44:44,model.global_round,5,aggregate,server,68.0,0.0013050000000000006,0.005092000000000041,0.004306000000000032,0.0045660000000000145,0.015269000000000088
6,18:45:43,0.9,0.242563,0.29642,0.313124,0.559022,0.449948,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:45:43,model.global_round,6,aggregate,server,59.0,0.002948000000000006,0.004371000000000014,0.015311999999999992,0.0011749999999999816,0.023805999999999994
7,18:46:42,0.95,0.183978,0.295405,0.309577,0.549455,0.452527,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:46:42,model.global_round,7,aggregate,server,59.0,0.0010150000000000436,0.0035470000000000224,0.009566999999999992,0.002578999999999998,0.016708000000000056
8,18:47:41,0.9,0.254117,0.294932,0.306162,0.549052,0.454881,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:47:41,model.global_round,8,aggregate,server,59.0,0.0004729999999999457,0.0034150000000000014,0.0004030000000000422,0.0023539999999999672,0.0066449999999999565
9,18:48:40,0.966667,0.118733,0.294275,0.304943,0.538166,0.457676,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:48:40,model.global_round,9,aggregate,server,59.0,0.0006570000000000187,0.00121899999999997,0.010885999999999951,0.0027950000000000474,0.015556999999999988
10,18:49:39,0.966667,0.122137,0.294311,0.310791,0.536597,0.463012,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:49:39,model.global_round,10,aggregate,server,59.0,3.599999999998049e-05,0.005847999999999964,0.0015690000000000426,0.005335999999999952,0.01278899999999994
11,18:50:37,0.9,0.238231,0.294509,0.307337,0.53893,0.466877,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:50:37,model.global_round,11,aggregate,server,58.0,0.00019800000000003148,0.003453999999999957,0.0023330000000000295,0.0038650000000000073,0.009850000000000025
12,18:51:36,0.933333,0.184959,0.294214,0.308257,0.539052,0.46931,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:51:36,model.global_round,12,aggregate,server,59.0,0.0002950000000000452,0.0009199999999999764,0.00012199999999995548,0.0024330000000000185,0.0037699999999999956
13,18:52:36,0.883333,0.174798,0.293959,0.302752,0.540146,0.468068,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:52:36,model.global_round,13,aggregate,server,60.0,0.0002549999999999497,0.005504999999999982,0.0010940000000000394,0.0012420000000000209,0.008095999999999992
14,18:53:35,0.95,0.115257,0.294708,0.304459,0.541055,0.471781,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:53:35,model.global_round,14,aggregate,server,59.0,0.0007489999999999997,0.0017069999999999586,0.0009089999999999376,0.003713000000000022,0.007077999999999918
15,18:54:34,0.916667,0.150432,0.295674,0.308001,0.54125,0.475642,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:54:34,model.global_round,15,aggregate,server,59.0,0.0009659999999999669,0.003542000000000045,0.00019500000000005624,0.0038610000000000033,0.008564000000000072
16,18:55:32,0.916667,0.15957,0.296278,0.309255,0.542298,0.478637,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:55:32,model.global_round,16,aggregate,server,58.0,0.0006039999999999934,0.0012539999999999774,0.0010479999999999379,0.00299499999999997,0.0059009999999998786
17,18:56:31,0.916667,0.141149,0.296808,0.30814,0.544766,0.483352,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:56:31,model.global_round,17,aggregate,server,59.0,0.0005300000000000304,0.0011149999999999771,0.0024680000000000257,0.004715000000000025,0.008828000000000058
18,18:57:29,0.933333,0.14123,0.296781,0.310816,0.544545,0.489276,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:57:29,model.global_round,18,aggregate,server,58.0,2.6999999999999247e-05,0.002675999999999956,0.00022100000000002673,0.005923999999999985,0.008847999999999967
19,18:58:30,0.866667,0.231651,0.296781,0.312989,0.543866,0.495593,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:58:30,model.global_round,19,aggregate,server,61.0,0.0,0.002173000000000036,0.0006789999999999852,0.006317000000000017,0.009169000000000038
20,18:59:29,0.933333,0.123043,0.296923,0.312076,0.546035,0.500903,11,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#11,global_weights_history_10.csv,global_round,2026-04-15 18:59:29,model.global_round,20,aggregate,server,59.0,0.00014199999999997548,0.0009129999999999971,0.0021690000000000875,0.005309999999999981,0.008534000000000042
