variant,attempt_id,global_round,gateway_a,gateway_b,accuracy_gateway_A,accuracy_gateway_B,accuracy_skew_abs,loss_gateway_A,loss_gateway_B,loss_skew_abs,gateway_train_skew_sec,accuracy_gateway_fog_leader,accuracy_gateway_fog_peer,loss_gateway_fog_leader,loss_gateway_fog_peer,global_accuracy,global_loss
CNN_ASCON_FOG,5,8,gateway_A,gateway_B,0.9666666388511658,1.0,0.03333336114883423,0.1086689755320549,0.002899597864598,0.10576937766745691,10.0,,,,,0.983333,0.055784
CNN_ASCON_FOG,5,9,gateway_A,gateway_B,0.8999999761581421,1.0,0.10000002384185791,0.2783598005771637,0.0017602110747247,0.276599589502439,10.0,,,,,0.95,0.14006
CNN_ASCON_FOG,5,10,gateway_A,gateway_B,0.8999999761581421,1.0,0.10000002384185791,0.1957876682281494,0.001679005799815,0.19410866242833438,12.0,,,,,0.95,0.098733
CNN_ASCON_FOG,5,11,gateway_A,gateway_B,0.9666666388511658,1.0,0.03333336114883423,0.1027899235486984,0.0016529685817658,0.10113695496693259,10.0,,,,,0.983333,0.052221
CNN_ASCON_FOG,5,12,gateway_A,gateway_B,0.9333333373069764,1.0,0.06666666269302357,0.2086030095815658,0.0009923182660713,0.2076106913154945,9.0,,,,,0.966667,0.104798
CNN_ASCON_FOG,5,13,gateway_A,gateway_B,0.8666666746139526,1.0,0.13333332538604736,0.2186983972787857,0.0007867809617891,0.2179116163169966,10.0,,,,,0.933333,0.109743
CNN_ASCON_FOG,5,14,gateway_A,gateway_B,0.9333333373069764,1.0,0.06666666269302357,0.1515277922153473,0.0007154181366786,0.15081237407866868,10.0,,,,,0.966667,0.076122
CNN_ASCON_FOG,5,15,gateway_A,gateway_B,0.8999999761581421,1.0,0.10000002384185791,0.1664703488349914,0.0005436800420284,0.165926668792963,8.0,,,,,0.95,0.083507
CNN_ASCON_FOG,5,16,gateway_A,gateway_B,0.9666666388511658,1.0,0.03333336114883423,0.1377809941768646,0.0006963494815863,0.13708464469527828,5.0,,,,,0.983333,0.069239
CNN_ASCON_FOG,5,17,gateway_A,gateway_B,0.9333333373069764,1.0,0.06666666269302357,0.1388199478387832,0.0006508930819109,0.1381690547568723,5.0,,,,,0.966667,0.069735
CNN_ASCON_FOG,5,18,gateway_A,gateway_B,1.0,1.0,0.0,0.055090669542551,0.0005236934521235,0.0545669760904275,6.0,,,,,1.0,0.027807
CNN_ASCON_FOG,5,19,gateway_A,gateway_B,1.0,1.0,0.0,0.0328894555568695,0.0007230136543512,0.0321664419025183,5.0,,,,,1.0,0.016806
